remark,"CSV-Import-Export"
remark,"Date = Thu Mar 21 13:57:12 2019"
remark,"Version = RSLogix 5000 v30.01"
remark,"Owner = Windows User"
remark,"Company = Brock Solutions"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
RCOMMENT,"MainProgram","BT_BM1_13_P","When the calculated pulse time is negative, but the CST is still positive, then seal in the $Qrollover$Q bit.","OTE(BM1_13_BT.SIM_PULSE_ROLL)","8"
RCOMMENT,"MainProgram","BT_BM1_13_P","If the CST is greater than the calculated pulse time, then turn on the internal pulse bit, and calculate the next pulse time.  If the CST/pulse time are at a rollover point, don$'t pulse until both are negative.$NIf the CST goes negative, but the calculated pulse time is positive, then that means that the CST has actually surpassed the calculated pulse time, so pulse and calculate new pulse time.","ADD(BM1_13_BT.SIM_PULSE_TIME,BM1_13_BTx.PULSE_PERIOD,BM1_13_BT.SIM_PULSE_TIME)","9"
RCOMMENT,"MainProgram","BT_BM1_13_P","If the $Qconv_run$Q bit is on and the ramp count is done, then create BT_PULSE output with the internal pulse bit.$NIf the $Qconv_run$Q bit is off, then create BT_PULSE output until the ramp count reaches zero (i.e. $QMOVING$Q bit is off).","OTE(BM1_13_BT.BT_PULSE)","10"
RCOMMENT,"MainProgram","BT_BM1_13_P","Count the encoder pulses.","ADD(BM1_13_BT.ACCUM,1,BM1_13_BT.ACCUM)","11"
RCOMMENT,"MainProgram","BT_BM1_13_P","On the timed pulse, record the encoder pulse count and reset the counter.","MOV(0,BM1_13_BT.ACCUM)","12"
RCOMMENT,"MainProgram","BT_BM1_13_P","When the motor is on, run the fault timer.  Reset the timer each time a pulse is detected.  This timer detects when no encoder pulses are being generated.","TON(BM1_13_BT.FAULT_TIMER,?,?)","13"
RCOMMENT,"MainProgram","BT_BM1_13_P","When the difference between the CST and the SIM Pulse Time is greater than the Pulse Period, or the fault timer detected no encoder pulses being generated, or the Primary Chassis has switched, trigger a Lockup","OTE(BM1_13_BT.LU_DET)","14"
RCOMMENT,"MainProgram","BT_BM1_13_P","Capture a lockup condition for troubleshooting purposes by programmers.","ADD(BM1_13_BT.LU_COUNTER,1,BM1_13_BT.LU_COUNTER)","15"
RCOMMENT,"MainProgram","BT_BM1_13_P","The configuration counter allows you to configure and evaluate the ramp counter setting of the pseudo BT. To evaluate the accuracy do the following:$N$N-Toggle CFG_RAMP_UP to OFF.$N-Turn off the downstream conveyor.$N-Drop a bag upstream of the head end PE of the pseudo BT conveyor and allow it to head end stop.$N-Restart the downstream conveyor and allow the bag to transfer onto the downstream conveyor.$N-Measure the bag with a measuring tape.$N-Divide the bag$'s length by the pseudo BT$'s resolution.$N-The CFG_CNT should match what you$'ve calculated as the bag$'s length in pulses.$N$NNotes:$N-------------$N-For contactor controlled conveyors, the ramp up is usually almost instantaneous and the ramp down is longer.$N-For VFD belts with a configured ramp setting, the ramp up and ramp down are usually the same.","CLR(BM1_13_BT.CFG_CNT)","16"
RCOMMENT,"MainProgram","BT_BM1_14_P","****************************************************************$NThis subroutine monitors conveyor control and generates a simulated encoder pulse for use throughout the program.$NThis pulse is primarily used in tracking routines to track the bags.$NThe pseudo encoders are programmed to simulate ramp up and down of the conveyor upon starting and stopping.  A pulse counter is used for this.$N****************************************************************$N$NIf the conveyor is running, and the ramp count is not done, increment the ramp counter on each pulse generated.","ADD(BM1_14_BT.RAMP_CNT,1,BM1_14_BT.RAMP_CNT)","0"
RCOMMENT,"MainProgram","BT_BM1_14_P","If the ramp count is greater than or equal to the setpoint, the ramp count is done.","OTE(BM1_14_BT.RAMP_CNT_DN)","1"
RCOMMENT,"MainProgram","BT_BM1_14_P","If the conveyor is not running, decrement the ramp counter on each pulse generated.","SUB(BM1_14_BT.RAMP_CNT,1,BM1_14_BT.RAMP_CNT)","2"
RCOMMENT,"MainProgram","BT_BM1_14_P","If the ramp count is greater than zero, then consider the conveyor to be moving.","OTE(BM1_14_BT.MOVING)","3"
RCOMMENT,"MainProgram","BT_BM1_14_P","Upon the conveyor starting, calculate the CST value at which the first internal pulse should be generated.$NAlso run the ramp timer when the $Qconv_run$Q bit is on.","TON(BM1_14_BT.RAMP_UP_TMR,?,?)","5"
RCOMMENT,"MainProgram","BT_BM1_14_P","One shot the calculated pulse time going negative.","OTE(BM1_14_BT.SIM_PULSE_TIME_NEG_MEM)","7"
RCOMMENT,"MainProgram","BT_BM1_14_P","When the calculated pulse time is negative, but the CST is still positive, then seal in the $Qrollover$Q bit.","OTE(BM1_14_BT.SIM_PULSE_ROLL)","8"
RCOMMENT,"MainProgram","BT_BM1_14_P","If the CST is greater than the calculated pulse time, then turn on the internal pulse bit, and calculate the next pulse time.  If the CST/pulse time are at a rollover point, don$'t pulse until both are negative.$NIf the CST goes negative, but the calculated pulse time is positive, then that means that the CST has actually surpassed the calculated pulse time, so pulse and calculate new pulse time.","ADD(BM1_14_BT.SIM_PULSE_TIME,BM1_14_BTx.PULSE_PERIOD,BM1_14_BT.SIM_PULSE_TIME)","9"
RCOMMENT,"MainProgram","BT_BM1_14_P","If the $Qconv_run$Q bit is on and the ramp count is done, then create BT_PULSE output with the internal pulse bit.$NIf the $Qconv_run$Q bit is off, then create BT_PULSE output until the ramp count reaches zero (i.e. $QMOVING$Q bit is off).","OTE(BM1_14_BT.BT_PULSE)","10"
RCOMMENT,"MainProgram","BT_BM1_14_P","Count the encoder pulses.","ADD(BM1_14_BT.ACCUM,1,BM1_14_BT.ACCUM)","11"
RCOMMENT,"MainProgram","BT_BM1_14_P","On the timed pulse, record the encoder pulse count and reset the counter.","MOV(0,BM1_14_BT.ACCUM)","12"
RCOMMENT,"MainProgram","BT_BM1_14_P","When the motor is on, run the fault timer.  Reset the timer each time a pulse is detected.  This timer detects when no encoder pulses are being generated.","TON(BM1_14_BT.FAULT_TIMER,?,?)","13"
RCOMMENT,"MainProgram","BT_BM1_14_P","When the difference between the CST and the SIM Pulse Time is greater than the Pulse Period, or the fault timer detected no encoder pulses being generated, or the Primary Chassis has switched, trigger a Lockup","OTE(BM1_14_BT.LU_DET)","14"
RCOMMENT,"MainProgram","BT_BM1_14_P","Capture a lockup condition for troubleshooting purposes by programmers.","ADD(BM1_14_BT.LU_COUNTER,1,BM1_14_BT.LU_COUNTER)","15"
RCOMMENT,"MainProgram","BT_BM1_14_P","The configuration counter allows you to configure and evaluate the ramp counter setting of the pseudo BT. To evaluate the accuracy do the following:$N$N-Toggle CFG_RAMP_UP to OFF.$N-Turn off the downstream conveyor.$N-Drop a bag upstream of the head end PE of the pseudo BT conveyor and allow it to head end stop.$N-Restart the downstream conveyor and allow the bag to transfer onto the downstream conveyor.$N-Measure the bag with a measuring tape.$N-Divide the bag$'s length by the pseudo BT$'s resolution.$N-The CFG_CNT should match what you$'ve calculated as the bag$'s length in pulses.$N$NNotes:$N-------------$N-For contactor controlled conveyors, the ramp up is usually almost instantaneous and the ramp down is longer.$N-For VFD belts with a configured ramp setting, the ramp up and ramp down are usually the same.","CLR(BM1_14_BT.CFG_CNT)","16"
RCOMMENT,"MainProgram","BT_BM1_22_P","****************************************************************$NThis subroutine monitors conveyor control and generates a simulated encoder pulse for use throughout the program.$NThis pulse is primarily used in tracking routines to track the bags.$NThe pseudo encoders are programmed to simulate ramp up and down of the conveyor upon starting and stopping.  A pulse counter is used for this.$N****************************************************************$N$NIf the conveyor is running, and the ramp count is not done, increment the ramp counter on each pulse generated.","ADD(BM1_22_BT.RAMP_CNT,1,BM1_22_BT.RAMP_CNT)","0"
RCOMMENT,"MainProgram","BT_BM1_22_P","If the ramp count is greater than or equal to the setpoint, the ramp count is done.","OTE(BM1_22_BT.RAMP_CNT_DN)","1"
RCOMMENT,"MainProgram","BT_BM1_22_P","If the conveyor is not running, decrement the ramp counter on each pulse generated.","SUB(BM1_22_BT.RAMP_CNT,1,BM1_22_BT.RAMP_CNT)","2"
RCOMMENT,"MainProgram","BT_BM1_22_P","If the ramp count is greater than zero, then consider the conveyor to be moving.","OTE(BM1_22_BT.MOVING)","3"
RCOMMENT,"MainProgram","BT_BM1_22_P","Upon the conveyor starting, calculate the CST value at which the first internal pulse should be generated.$NAlso run the ramp timer when the $Qconv_run$Q bit is on.","TON(BM1_22_BT.RAMP_UP_TMR,?,?)","5"
RCOMMENT,"MainProgram","BT_BM1_22_P","One shot the calculated pulse time going negative.","OTE(BM1_22_BT.SIM_PULSE_TIME_NEG_MEM)","7"
RCOMMENT,"MainProgram","BT_BM1_22_P","When the calculated pulse time is negative, but the CST is still positive, then seal in the $Qrollover$Q bit.","OTE(BM1_22_BT.SIM_PULSE_ROLL)","8"
RCOMMENT,"MainProgram","BT_BM1_22_P","If the CST is greater than the calculated pulse time, then turn on the internal pulse bit, and calculate the next pulse time.  If the CST/pulse time are at a rollover point, don$'t pulse until both are negative.$NIf the CST goes negative, but the calculated pulse time is positive, then that means that the CST has actually surpassed the calculated pulse time, so pulse and calculate new pulse time.","ADD(BM1_22_BT.SIM_PULSE_TIME,BM1_22_BTx.PULSE_PERIOD,BM1_22_BT.SIM_PULSE_TIME)","9"
RCOMMENT,"MainProgram","BT_BM1_22_P","If the $Qconv_run$Q bit is on and the ramp count is done, then create BT_PULSE output with the internal pulse bit.$NIf the $Qconv_run$Q bit is off, then create BT_PULSE output until the ramp count reaches zero (i.e. $QMOVING$Q bit is off).","OTE(BM1_22_BT.BT_PULSE)","10"
RCOMMENT,"MainProgram","BT_BM1_22_P","Count the encoder pulses.","ADD(BM1_22_BT.ACCUM,1,BM1_22_BT.ACCUM)","11"
RCOMMENT,"MainProgram","BT_BM1_22_P","On the timed pulse, record the encoder pulse count and reset the counter.","MOV(0,BM1_22_BT.ACCUM)","12"
RCOMMENT,"MainProgram","BT_BM1_22_P","When the motor is on, run the fault timer.  Reset the timer each time a pulse is detected.  This timer detects when no encoder pulses are being generated.","TON(BM1_22_BT.FAULT_TIMER,?,?)","13"
RCOMMENT,"MainProgram","BT_BM1_22_P","When the difference between the CST and the SIM Pulse Time is greater than the Pulse Period, or the fault timer detected no encoder pulses being generated, or the Primary Chassis has switched, trigger a Lockup","OTE(BM1_22_BT.LU_DET)","14"
RCOMMENT,"MainProgram","BT_BM1_22_P","Capture a lockup condition for troubleshooting purposes by programmers.","ADD(BM1_22_BT.LU_COUNTER,1,BM1_22_BT.LU_COUNTER)","15"
RCOMMENT,"MainProgram","BT_BM1_22_P","The configuration counter allows you to configure and evaluate the ramp counter setting of the pseudo BT. To evaluate the accuracy do the following:$N$N-Toggle CFG_RAMP_UP to OFF.$N-Turn off the downstream conveyor.$N-Drop a bag upstream of the head end PE of the pseudo BT conveyor and allow it to head end stop.$N-Restart the downstream conveyor and allow the bag to transfer onto the downstream conveyor.$N-Measure the bag with a measuring tape.$N-Divide the bag$'s length by the pseudo BT$'s resolution.$N-The CFG_CNT should match what you$'ve calculated as the bag$'s length in pulses.$N$NNotes:$N-------------$N-For contactor controlled conveyors, the ramp up is usually almost instantaneous and the ramp down is longer.$N-For VFD belts with a configured ramp setting, the ramp up and ramp down are usually the same.","CLR(BM1_22_BT.CFG_CNT)","16"
RCOMMENT,"MainProgram","BT_BM1_23_P","****************************************************************$NThis subroutine monitors conveyor control and generates a simulated encoder pulse for use throughout the program.$NThis pulse is primarily used in tracking routines to track the bags.$NThe pseudo encoders are programmed to simulate ramp up and down of the conveyor upon starting and stopping.  A pulse counter is used for this.$N****************************************************************$N$NIf the conveyor is running, and the ramp count is not done, increment the ramp counter on each pulse generated.","ADD(BM1_23_BT.RAMP_CNT,1,BM1_23_BT.RAMP_CNT)","0"
RCOMMENT,"MainProgram","BT_BM1_23_P","If the ramp count is greater than or equal to the setpoint, the ramp count is done.","OTE(BM1_23_BT.RAMP_CNT_DN)","1"
RCOMMENT,"MainProgram","BT_BM1_23_P","If the conveyor is not running, decrement the ramp counter on each pulse generated.","SUB(BM1_23_BT.RAMP_CNT,1,BM1_23_BT.RAMP_CNT)","2"
RCOMMENT,"MainProgram","BT_BM1_23_P","If the ramp count is greater than zero, then consider the conveyor to be moving.","OTE(BM1_23_BT.MOVING)","3"
RCOMMENT,"MainProgram","BT_BM1_23_P","Upon the conveyor starting, calculate the CST value at which the first internal pulse should be generated.$NAlso run the ramp timer when the $Qconv_run$Q bit is on.","TON(BM1_23_BT.RAMP_UP_TMR,?,?)","5"
RCOMMENT,"MainProgram","BT_BM1_23_P","One shot the calculated pulse time going negative.","OTE(BM1_23_BT.SIM_PULSE_TIME_NEG_MEM)","7"
RCOMMENT,"MainProgram","BT_BM1_23_P","When the calculated pulse time is negative, but the CST is still positive, then seal in the $Qrollover$Q bit.","OTE(BM1_23_BT.SIM_PULSE_ROLL)","8"
RCOMMENT,"MainProgram","BT_BM1_23_P","If the CST is greater than the calculated pulse time, then turn on the internal pulse bit, and calculate the next pulse time.  If the CST/pulse time are at a rollover point, don$'t pulse until both are negative.$NIf the CST goes negative, but the calculated pulse time is positive, then that means that the CST has actually surpassed the calculated pulse time, so pulse and calculate new pulse time.","ADD(BM1_23_BT.SIM_PULSE_TIME,BM1_23_BTx.PULSE_PERIOD,BM1_23_BT.SIM_PULSE_TIME)","9"
RCOMMENT,"MainProgram","BT_BM1_23_P","If the $Qconv_run$Q bit is on and the ramp count is done, then create BT_PULSE output with the internal pulse bit.$NIf the $Qconv_run$Q bit is off, then create BT_PULSE output until the ramp count reaches zero (i.e. $QMOVING$Q bit is off).","OTE(BM1_23_BT.BT_PULSE)","10"
RCOMMENT,"MainProgram","BT_BM1_23_P","Count the encoder pulses.","ADD(BM1_23_BT.ACCUM,1,BM1_23_BT.ACCUM)","11"
RCOMMENT,"MainProgram","BT_BM1_23_P","On the timed pulse, record the encoder pulse count and reset the counter.","MOV(0,BM1_23_BT.ACCUM)","12"
RCOMMENT,"MainProgram","BT_BM1_23_P","When the motor is on, run the fault timer.  Reset the timer each time a pulse is detected.  This timer detects when no encoder pulses are being generated.","TON(BM1_23_BT.FAULT_TIMER,?,?)","13"
RCOMMENT,"MainProgram","BT_BM1_23_P","When the difference between the CST and the SIM Pulse Time is greater than the Pulse Period, or the fault timer detected no encoder pulses being generated, or the Primary Chassis has switched, trigger a Lockup","OTE(BM1_23_BT.LU_DET)","14"
RCOMMENT,"MainProgram","BT_BM1_23_P","Capture a lockup condition for troubleshooting purposes by programmers.","ADD(BM1_23_BT.LU_COUNTER,1,BM1_23_BT.LU_COUNTER)","15"
RCOMMENT,"MainProgram","BT_BM1_23_P","The configuration counter allows you to configure and evaluate the ramp counter setting of the pseudo BT. To evaluate the accuracy do the following:$N$N-Toggle CFG_RAMP_UP to OFF.$N-Turn off the downstream conveyor.$N-Drop a bag upstream of the head end PE of the pseudo BT conveyor and allow it to head end stop.$N-Restart the downstream conveyor and allow the bag to transfer onto the downstream conveyor.$N-Measure the bag with a measuring tape.$N-Divide the bag$'s length by the pseudo BT$'s resolution.$N-The CFG_CNT should match what you$'ve calculated as the bag$'s length in pulses.$N$NNotes:$N-------------$N-For contactor controlled conveyors, the ramp up is usually almost instantaneous and the ramp down is longer.$N-For VFD belts with a configured ramp setting, the ramp up and ramp down are usually the same.","CLR(BM1_23_BT.CFG_CNT)","16"
RCOMMENT,"MainProgram","BT_BM1_38_P","****************************************************************$NThis subroutine monitors conveyor control and generates a simulated encoder pulse for use throughout the program.$NThis pulse is primarily used in tracking routines to track the bags.$NThe pseudo encoders are programmed to simulate ramp up and down of the conveyor upon starting and stopping.  A pulse counter is used for this.$N****************************************************************$N$NIf the conveyor is running, and the ramp count is not done, increment the ramp counter on each pulse generated.","ADD(BM1_38_BT.RAMP_CNT,1,BM1_38_BT.RAMP_CNT)","0"
RCOMMENT,"MainProgram","BT_BM1_38_P","If the ramp count is greater than or equal to the setpoint, the ramp count is done.","OTE(BM1_38_BT.RAMP_CNT_DN)","1"
RCOMMENT,"MainProgram","BT_BM1_38_P","If the conveyor is not running, decrement the ramp counter on each pulse generated.","SUB(BM1_38_BT.RAMP_CNT,1,BM1_38_BT.RAMP_CNT)","2"
RCOMMENT,"MainProgram","BT_BM1_38_P","If the ramp count is greater than zero, then consider the conveyor to be moving.","OTE(BM1_38_BT.MOVING)","3"
RCOMMENT,"MainProgram","BT_BM1_38_P","Upon the conveyor starting, calculate the CST value at which the first internal pulse should be generated.$NAlso run the ramp timer when the $Qconv_run$Q bit is on.","TON(BM1_38_BT.RAMP_UP_TMR,?,?)","5"
RCOMMENT,"MainProgram","BT_BM1_38_P","One shot the calculated pulse time going negative.","OTE(BM1_38_BT.SIM_PULSE_TIME_NEG_MEM)","7"
RCOMMENT,"MainProgram","BT_BM1_38_P","When the calculated pulse time is negative, but the CST is still positive, then seal in the $Qrollover$Q bit.","OTE(BM1_38_BT.SIM_PULSE_ROLL)","8"
RCOMMENT,"MainProgram","BT_BM1_38_P","If the CST is greater than the calculated pulse time, then turn on the internal pulse bit, and calculate the next pulse time.  If the CST/pulse time are at a rollover point, don$'t pulse until both are negative.$NIf the CST goes negative, but the calculated pulse time is positive, then that means that the CST has actually surpassed the calculated pulse time, so pulse and calculate new pulse time.","ADD(BM1_38_BT.SIM_PULSE_TIME,BM1_38_BTx.PULSE_PERIOD,BM1_38_BT.SIM_PULSE_TIME)","9"
RCOMMENT,"MainProgram","BT_BM1_38_P","If the $Qconv_run$Q bit is on and the ramp count is done, then create BT_PULSE output with the internal pulse bit.$NIf the $Qconv_run$Q bit is off, then create BT_PULSE output until the ramp count reaches zero (i.e. $QMOVING$Q bit is off).","OTE(BM1_38_BT.BT_PULSE)","10"
